binary	scenario	network	path_profile	tier	publication_eligible	adapter_features	congestion_controller	metric	client_threads	publication_role	discovery_status	confirm_status	combined_status	combined_samples	combined_p50	combined_p50_ci95_low	combined_p50_ci95_high	combined_p50_ci95_relative_width	combined_p20_p80_ratio	publication_status	reason
quiczigperf	upload	iouring	loopback	publication	1	cc=cubic|bbr=unsupported|packet_api=quic-zig-connection|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=library_default|send_backpressure=stream_window|flow_window=profile_request|server_send_rr=on	cubic	throughput_gbps	2	plateau_sentinel+post_selected	converged	converged	converged	20	6.467595	6.135016	6.692761	0.086237	1.210972	converged	p50_ci_width_0.0862_gt_0.0300;p80_p20_1.2110_gt_1.1500;confirm_disabled;p50_ci_width_0.0862_gt_0.0300;p80_p20_1.2110_gt_1.1500
quiczigperf	upload	syscall	loopback	publication	1	cc=cubic|bbr=unsupported|packet_api=quic-zig-connection|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=library_default|send_backpressure=stream_window|flow_window=profile_request|server_send_rr=on	cubic	throughput_gbps	1	baseline_1c1s+selected_saturation	converged	converged	converged	20	9.277879	8.985239	9.980820	0.107307	1.118602	converged	p50_ci_width_0.1073_gt_0.0300;block_median_ratio_1.1108_gt_1.1000;confirm_disabled;p50_ci_width_0.1073_gt_0.0300;block_median_ratio_1.1108_gt_1.1000
quiczigperf	upload	syscall	loopback	publication	1	cc=cubic|bbr=unsupported|packet_api=quic-zig-connection|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=library_default|send_backpressure=stream_window|flow_window=profile_request|server_send_rr=on	cubic	throughput_gbps	2	plateau_sentinel+post_selected	converged	converged	converged	20	7.381297	7.361436	7.420987	0.008068	1.168956	converged	p80_p20_1.1690_gt_1.1500;confirm_disabled;p80_p20_1.1690_gt_1.1500
quinnperf	connect	iouring	loopback	publication	1	cc=cubic|sans_io=quinn-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	connections_per_second	14	selected_saturation	converged	converged	converged	20	7157.732729	6931.125190	7194.897060	0.036851	1.063375	converged	confirm_disabled
quinnperf	connect	iouring	loopback	publication	1	cc=cubic|sans_io=quinn-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	connections_per_second	15	plateau_sentinel+post_selected	converged	converged	converged	20	7131.954326	7068.144384	7238.601835	0.023901	1.067332	converged	confirm_disabled
quinnperf	connect	syscall	loopback	publication	1	cc=cubic|sans_io=quinn-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	connections_per_second	7	selected_saturation	converged	converged	converged	20	3257.025843	3227.349122	3262.738165	0.010865	1.070980	converged	confirm_disabled
quinnperf	connect	syscall	loopback	publication	1	cc=cubic|sans_io=quinn-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	connections_per_second	8	plateau_sentinel+post_selected	converged	converged	converged	20	3109.326574	2894.874349	3178.597845	0.091249	1.127496	converged	p50_ci_width_0.0912_gt_0.0500;confirm_disabled;p50_ci_width_0.0912_gt_0.0500
quinnperf	download	iouring	loopback	publication	1	cc=cubic|sans_io=quinn-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	2	selected_saturation	converged	converged	converged	20	6.588323	6.577764	6.602701	0.003785	1.134562	converged	confirm_disabled
quinnperf	download	iouring	loopback	publication	1	cc=cubic|sans_io=quinn-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	3	plateau_sentinel+post_selected	converged	converged	converged	20	6.127194	5.889648	6.341824	0.073798	1.119686	converged	p50_ci_width_0.0738_gt_0.0300;confirm_disabled;p50_ci_width_0.0738_gt_0.0300
quinnperf	download	syscall	loopback	publication	1	cc=cubic|sans_io=quinn-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	3	selected_saturation+plateau_sentinel	converged	converged	converged	20	5.831085	5.831085	6.065192	0.040148	1.125344	converged	p50_ci_width_0.0401_gt_0.0300;confirm_disabled;p50_ci_width_0.0401_gt_0.0300
quinnperf	upload	iouring	loopback	publication	1	cc=cubic|sans_io=quinn-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	1	baseline_1c1s+selected_saturation	converged	converged	converged	20	4.130215	4.070908	4.612115	0.131036	1.148286	converged	p50_ci_width_0.1310_gt_0.0300;block_median_ratio_1.1329_gt_1.1000;confirm_disabled;p50_ci_width_0.1310_gt_0.0300;block_median_ratio_1.1329_gt_1.1000
quinnperf	upload	iouring	loopback	publication	1	cc=cubic|sans_io=quinn-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	2	plateau_sentinel+post_selected	converged	converged	converged	20	3.629132	3.618216	3.630748	0.003453	1.016407	converged	confirm_disabled
quinnperf	upload	syscall	loopback	publication	1	cc=cubic|sans_io=quinn-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	1	baseline_1c1s+selected_saturation	converged	converged	converged	20	3.446281	3.440568	3.448079	0.002179	1.024826	converged	confirm_disabled
quinnperf	upload	syscall	loopback	publication	1	cc=cubic|sans_io=quinn-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	2	plateau_sentinel+post_selected	converged	converged	converged	20	3.174091	3.155430	3.185830	0.009578	1.020927	converged	confirm_disabled
s2nperf	connect	iouring	loopback	publication	1	cc=cubic|manual_endpoint=s2n-quic|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	connections_per_second	11	selected_saturation	converged	converged	converged	20	5656.456478	5628.110860	5723.682289	0.016896	1.075441	converged	confirm_disabled
s2nperf	connect	iouring	loopback	publication	1	cc=cubic|manual_endpoint=s2n-quic|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	connections_per_second	12	plateau_sentinel+post_selected	converged	converged	converged	20	5567.673969	5567.673969	5570.401361	0.000490	1.047537	converged	confirm_disabled
s2nperf	connect	syscall	loopback	publication	1	cc=cubic|manual_endpoint=s2n-quic|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	connections_per_second	7	selected_saturation	converged	converged	converged	20	2827.714947	2813.105478	2864.055067	0.018018	1.068345	converged	confirm_disabled
s2nperf	connect	syscall	loopback	publication	1	cc=cubic|manual_endpoint=s2n-quic|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	connections_per_second	8	plateau_sentinel+post_selected	converged	converged	converged	20	2678.445016	2581.167354	2761.460430	0.067313	1.161857	converged	p50_ci_width_0.0673_gt_0.0500;p80_p20_1.1619_gt_1.1500;confirm_disabled;p50_ci_width_0.0673_gt_0.0500;p80_p20_1.1619_gt_1.1500
s2nperf	download	iouring	loopback	publication	1	cc=cubic|manual_endpoint=s2n-quic|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	6	selected_saturation+plateau_sentinel	converged	converged	converged	20	5.445554	5.084809	5.506939	0.077518	1.629332	converged	p50_ci_width_0.0775_gt_0.0300;p80_p20_1.6293_gt_1.1500;confirm_disabled;p50_ci_width_0.0775_gt_0.0300;p80_p20_1.6293_gt_1.1500
s2nperf	download	syscall	loopback	publication	1	cc=cubic|manual_endpoint=s2n-quic|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	4	selected_saturation	converged	converged	converged	20	5.475502	5.475502	5.571966	0.017617	1.243562	converged	p80_p20_1.2436_gt_1.1500;confirm_disabled;p80_p20_1.2436_gt_1.1500
s2nperf	download	syscall	loopback	publication	1	cc=cubic|manual_endpoint=s2n-quic|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	5	plateau_sentinel+post_selected	converged	converged	converged	20	4.818190	4.717631	5.129722	0.085528	1.491915	converged	p50_ci_width_0.0855_gt_0.0300;p80_p20_1.4919_gt_1.1500;confirm_disabled;p50_ci_width_0.0855_gt_0.0300;p80_p20_1.4919_gt_1.1500
s2nperf	upload	iouring	loopback	publication	1	cc=cubic|manual_endpoint=s2n-quic|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	3	selected_saturation	converged	converged	converged	20	5.525716	5.444689	5.752873	0.055773	1.105773	converged	p50_ci_width_0.0558_gt_0.0300;confirm_disabled;p50_ci_width_0.0558_gt_0.0300
s2nperf	upload	iouring	loopback	publication	1	cc=cubic|manual_endpoint=s2n-quic|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	4	plateau_sentinel+post_selected	converged	converged	converged	20	5.474089	5.245043	5.570837	0.059515	1.094373	converged	p50_ci_width_0.0595_gt_0.0300;confirm_disabled;p50_ci_width_0.0595_gt_0.0300
s2nperf	upload	syscall	loopback	publication	1	cc=cubic|manual_endpoint=s2n-quic|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	2	selected_saturation	converged	converged	converged	20	5.989219	5.920309	6.031853	0.018624	1.076777	converged	confirm_disabled
s2nperf	upload	syscall	loopback	publication	1	cc=cubic|manual_endpoint=s2n-quic|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	3	plateau_sentinel+post_selected	converged	converged	converged	20	5.939593	5.881111	5.962241	0.013659	1.090418	converged	confirm_disabled
tquicperf	connect	iouring	loopback	publication	1	cc=cubic|pacing=on|pmtud=off|send_batch=150|max_conns=server_connections|tls_sigalgs=explicit|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	12	selected_saturation	converged	converged	converged	20	7220.246114	7168.251122	7226.052397	0.008005	1.056541	converged	confirm_disabled
tquicperf	connect	iouring	loopback	publication	1	cc=cubic|pacing=on|pmtud=off|send_batch=150|max_conns=server_connections|tls_sigalgs=explicit|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	13	plateau_sentinel+post_selected	converged	converged	converged	20	7135.166694	7023.214203	7156.231004	0.018642	1.136608	converged	confirm_disabled
tquicperf	connect	syscall	loopback	publication	1	cc=cubic|pacing=on|pmtud=off|send_batch=150|max_conns=server_connections|tls_sigalgs=explicit|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	9	selected_saturation	converged	converged	converged	20	2961.370148	2904.003088	3075.729407	0.057989	1.092525	converged	p50_ci_width_0.0580_gt_0.0500;confirm_disabled;p50_ci_width_0.0580_gt_0.0500
tquicperf	connect	syscall	loopback	publication	1	cc=cubic|pacing=on|pmtud=off|send_batch=150|max_conns=server_connections|tls_sigalgs=explicit|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	10	plateau_sentinel+post_selected	converged	converged	converged	20	2954.520040	2945.836948	2960.532772	0.004974	1.050947	converged	confirm_disabled
tquicperf	download	iouring	loopback	publication	1	cc=cubic|pacing=on|pmtud=off|send_batch=150|max_conns=server_connections|tls_sigalgs=explicit|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	3	selected_saturation+plateau_sentinel	converged	converged	converged	20	6.547078	6.339039	6.585677	0.037671	1.051178	converged	p50_ci_width_0.0377_gt_0.0300;confirm_disabled;p50_ci_width_0.0377_gt_0.0300
tquicperf	download	syscall	loopback	publication	1	cc=cubic|pacing=on|pmtud=off|send_batch=150|max_conns=server_connections|tls_sigalgs=explicit|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	4	selected_saturation	converged	converged	converged	20	7.406345	7.337566	7.426431	0.011998	1.047738	converged	confirm_disabled
tquicperf	download	syscall	loopback	publication	1	cc=cubic|pacing=on|pmtud=off|send_batch=150|max_conns=server_connections|tls_sigalgs=explicit|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	5	plateau_sentinel+post_selected	converged	converged	converged	20	7.273573	7.262761	7.298578	0.004924	1.064861	converged	confirm_disabled
tquicperf	upload	iouring	loopback	publication	1	cc=cubic|pacing=on|pmtud=off|send_batch=150|max_conns=server_connections|tls_sigalgs=explicit|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	5	selected_saturation+plateau_sentinel	converged	converged	converged	20	10.060567	10.056126	10.107400	0.005097	1.041994	converged	confirm_disabled
tquicperf	upload	syscall	loopback	publication	1	cc=cubic|pacing=on|pmtud=off|send_batch=150|max_conns=server_connections|tls_sigalgs=explicit|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	5	selected_saturation	converged	converged	converged	20	11.058685	10.870311	11.715629	0.076439	1.157319	converged	p50_ci_width_0.0764_gt_0.0300;p80_p20_1.1573_gt_1.1500;confirm_disabled;p50_ci_width_0.0764_gt_0.0300;p80_p20_1.1573_gt_1.1500
tquicperf	upload	syscall	loopback	publication	1	cc=cubic|pacing=on|pmtud=off|send_batch=150|max_conns=server_connections|tls_sigalgs=explicit|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	6	plateau_sentinel+post_selected	converged	converged	converged	20	10.833496	10.515626	11.275320	0.070125	1.109007	converged	p50_ci_width_0.0701_gt_0.0300;confirm_disabled;p50_ci_width_0.0701_gt_0.0300
xquicperf	connect	iouring	loopback	publication	1	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	17	selected_saturation	converged	converged	converged	20	8833.428586	8714.711762	8915.176031	0.022694	1.143383	converged	confirm_disabled
xquicperf	connect	iouring	loopback	publication	1	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	18	plateau_sentinel+post_selected	converged	converged	converged	20	8530.305871	8376.270899	8605.847145	0.026913	1.075703	converged	confirm_disabled
xquicperf	connect	syscall	loopback	publication	1	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	7	selected_saturation	converged	converged	converged	20	3606.709152	3546.538357	3612.972232	0.018420	1.063395	converged	confirm_disabled
xquicperf	connect	syscall	loopback	publication	1	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	8	plateau_sentinel+post_selected	converged	converged	converged	20	3563.648191	3504.837998	3596.629788	0.025758	1.135197	converged	confirm_disabled
xquicperf	download	iouring	loopback	publication	1	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	4	selected_saturation	converged	converged	converged	20	3.384320	3.326824	3.471332	0.042699	1.118520	converged	p50_ci_width_0.0427_gt_0.0300;confirm_disabled;p50_ci_width_0.0427_gt_0.0300
xquicperf	download	iouring	loopback	publication	1	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	5	plateau_sentinel+post_selected	converged	converged	converged	20	3.359699	3.343843	3.363716	0.005915	1.140662	converged	confirm_disabled
xquicperf	download	syscall	loopback	publication	1	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	3	selected_saturation	converged	converged	converged	20	4.865162	4.375754	5.123115	0.153615	1.299513	converged	p50_ci_width_0.1536_gt_0.0300;p80_p20_1.2995_gt_1.1500;block_median_ratio_1.1708_gt_1.1000;confirm_disabled;p50_ci_width_0.1536_gt_0.0300;p80_p20_1.2995_gt_1.1500;block_median_ratio_1.1708_gt_1.1000
xquicperf	download	syscall	loopback	publication	1	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	4	plateau_sentinel+post_selected	converged	converged	converged	20	4.738338	4.336801	5.000798	0.140133	1.270724	converged	p50_ci_width_0.1401_gt_0.0300;p80_p20_1.2707_gt_1.1500;block_median_ratio_1.1531_gt_1.1000;confirm_disabled;p50_ci_width_0.1401_gt_0.0300;p80_p20_1.2707_gt_1.1500;block_median_ratio_1.1531_gt_1.1000
xquicperf	upload	iouring	loopback	publication	1	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	1	baseline_1c1s+selected_saturation	converged	converged	converged	20	1.726123	1.718020	1.727138	0.005283	1.505691	converged	p80_p20_1.5057_gt_1.1500;confirm_disabled;p80_p20_1.5057_gt_1.1500
xquicperf	upload	iouring	loopback	publication	1	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	plateau_sentinel+post_selected	converged	converged	converged	20	1.536850	1.523586	1.562753	0.025486	1.216367	converged	p80_p20_1.2164_gt_1.1500;confirm_disabled;p80_p20_1.2164_gt_1.1500
xquicperf	upload	syscall	loopback	publication	1	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	4	selected_saturation	converged	converged	converged	20	3.131590	2.995256	3.146343	0.048246	1.106370	converged	p50_ci_width_0.0482_gt_0.0300;confirm_disabled;p50_ci_width_0.0482_gt_0.0300
xquicperf	upload	syscall	loopback	publication	1	cc=cubic|pacing=on|sendmmsg=on|cid_len=12|qlog=off|tls_sigalgs=ssl_ctx_wrap|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	5	plateau_sentinel+post_selected	converged	converged	converged	20	3.100960	3.079464	3.148353	0.022215	1.085066	converged	confirm_disabled
