binary	scenario	network	path_profile	tier	publication_eligible	adapter_features	congestion_controller	metric	client_threads	publication_role	discovery_status	confirm_status	combined_status	combined_samples	combined_p50	combined_p50_ci95_low	combined_p50_ci95_high	combined_p50_ci95_relative_width	combined_p20_p80_ratio	publication_status	reason
lsperf	connect	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	14	selected_saturation+plateau_sentinel	converged	converged	converged	20	8218.529108	8094.761246	8256.898540	0.019728	1.054641	converged	confirm_disabled
lsperf	connect	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	4	selected_saturation	converged	converged	converged	20	3379.018615	3260.582152	3401.159120	0.041603	1.191627	converged	p80_p20_1.1916_gt_1.1500;confirm_disabled;p80_p20_1.1916_gt_1.1500
lsperf	connect	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	5	plateau_sentinel+post_selected	converged	converged	converged	20	3289.739333	3020.189414	3591.651987	0.173711	1.257640	converged	p50_ci_width_0.1737_gt_0.0500;p80_p20_1.2576_gt_1.1500;block_median_ratio_1.1892_gt_1.1000;confirm_disabled;p50_ci_width_0.1737_gt_0.0500;p80_p20_1.2576_gt_1.1500;block_median_ratio_1.1892_gt_1.1000
lsperf	download	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	1	baseline_1c1s+selected_saturation	converged	converged	converged	20	11.384127	11.369201	11.465889	0.008493	1.082226	converged	confirm_disabled
lsperf	download	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	plateau_sentinel+post_selected	converged	converged	converged	20	4.299804	4.070087	4.364325	0.068431	1.175252	converged	p50_ci_width_0.0684_gt_0.0300;p80_p20_1.1753_gt_1.1500;confirm_disabled;p50_ci_width_0.0684_gt_0.0300;p80_p20_1.1753_gt_1.1500
lsperf	download	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	1	baseline_1c1s+selected_saturation	converged	converged	converged	20	11.539974	11.374980	11.558362	0.015891	1.159264	converged	p80_p20_1.1593_gt_1.1500;confirm_disabled;p80_p20_1.1593_gt_1.1500
lsperf	download	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	plateau_sentinel+post_selected	converged	converged	converged	20	5.063138	4.785319	5.338408	0.109238	1.314609	converged	p50_ci_width_0.1092_gt_0.0300;p80_p20_1.3146_gt_1.1500;block_median_ratio_1.1156_gt_1.1000;confirm_disabled;p50_ci_width_0.1092_gt_0.0300;p80_p20_1.3146_gt_1.1500;block_median_ratio_1.1156_gt_1.1000
lsperf	upload	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	5	selected_saturation	converged	converged	converged	20	20.865465	20.834642	20.865465	0.001477	1.069344	converged	confirm_disabled
lsperf	upload	iouring	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	6	plateau_sentinel+post_selected	converged	converged	converged	20	20.490910	20.490910	20.628757	0.006727	1.058574	converged	confirm_disabled
lsperf	upload	syscall	loopback	publication	1	cc=cubic|pacing=on|spin=on|ql_bits=2|ecn=off|pmtud=off|send_batch=50|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	5	selected_saturation+plateau_sentinel	converged	converged	converged	20	21.386767	21.160042	21.500024	0.015897	1.117053	converged	confirm_disabled
mvfstperf	connect	iouring	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	connections_per_second	7	selected_saturation+plateau_sentinel	converged	converged	converged	20	814.508460	797.472132	841.153720	0.053629	1.121696	converged	p50_ci_width_0.0536_gt_0.0500;confirm_disabled;p50_ci_width_0.0536_gt_0.0500
mvfstperf	connect	syscall	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	connections_per_second	8	selected_saturation	converged	converged	converged	20	855.259146	851.145686	866.076984	0.017458	1.181408	converged	p80_p20_1.1814_gt_1.1500;confirm_disabled;p80_p20_1.1814_gt_1.1500
mvfstperf	connect	syscall	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	connections_per_second	9	plateau_sentinel+post_selected	converged	converged	converged	20	852.005641	840.072343	860.960497	0.024516	1.093433	converged	confirm_disabled
mvfstperf	download	iouring	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	throughput_gbps	1	baseline_1c1s+selected_saturation	converged	converged	converged	20	6.612594	6.560389	6.633826	0.011105	1.049610	converged	confirm_disabled
mvfstperf	download	iouring	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	throughput_gbps	2	plateau_sentinel+post_selected	converged	converged	converged	20	6.259504	6.222542	6.282407	0.009564	1.023503	converged	confirm_disabled
mvfstperf	download	syscall	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	throughput_gbps	1	baseline_1c1s+selected_saturation	converged	converged	converged	20	6.417173	6.386145	6.680862	0.045926	1.109856	converged	p50_ci_width_0.0459_gt_0.0300;confirm_disabled;p50_ci_width_0.0459_gt_0.0300
mvfstperf	download	syscall	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	throughput_gbps	2	plateau_sentinel+post_selected	converged	converged	converged	20	6.235660	6.202326	6.257649	0.008872	1.046913	converged	confirm_disabled
mvfstperf	upload	iouring	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	throughput_gbps	14	selected_saturation	converged	converged	converged	20	6.629098	6.548393	6.665012	0.017592	1.027259	converged	confirm_disabled
mvfstperf	upload	iouring	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	throughput_gbps	15	plateau_sentinel+post_selected	converged	converged	converged	20	6.054447	6.051946	6.054447	0.000413	1.033570	converged	outliers_1;confirm_disabled;outliers_1
mvfstperf	upload	syscall	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	throughput_gbps	14	selected_saturation	converged	converged	converged	20	6.914500	6.911007	6.929271	0.002641	1.008530	converged	confirm_disabled
mvfstperf	upload	syscall	loopback	publication	1	cc=cubic|cpp_networkhub=on|socket=quic_async_udp_adapter|folly_eventbase=manual|udp_gso=common_cpp|udp_gro=on|runtime=none|pmtud=off|pacing=on	cubic	throughput_gbps	15	plateau_sentinel+post_selected	converged	converged	converged	20	6.835501	6.789898	6.860436	0.010320	1.018102	converged	confirm_disabled
neqoperf	connect	iouring	loopback	publication	1	cc=cubic|sans_io=neqo-transport|cpp_networkhub=on|runtime=none|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	5	selected_saturation	converged	converged	converged	20	740.149649	715.657990	761.781732	0.062317	1.170284	converged	p50_ci_width_0.0623_gt_0.0500;p80_p20_1.1703_gt_1.1500;confirm_disabled;p50_ci_width_0.0623_gt_0.0500;p80_p20_1.1703_gt_1.1500
neqoperf	connect	iouring	loopback	publication	1	cc=cubic|sans_io=neqo-transport|cpp_networkhub=on|runtime=none|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	6	plateau_sentinel+post_selected	converged	converged	converged	20	739.396700	739.298357	746.273153	0.009433	1.131471	converged	confirm_disabled
neqoperf	connect	syscall	loopback	publication	1	cc=cubic|sans_io=neqo-transport|cpp_networkhub=on|runtime=none|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	6	selected_saturation	converged	converged	converged	20	816.341077	809.271903	843.673378	0.042141	1.231728	converged	p80_p20_1.2317_gt_1.1500;confirm_disabled;p80_p20_1.2317_gt_1.1500
neqoperf	connect	syscall	loopback	publication	1	cc=cubic|sans_io=neqo-transport|cpp_networkhub=on|runtime=none|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	7	plateau_sentinel+post_selected	converged	converged	converged	20	769.198852	769.198852	804.371631	0.045727	1.295046	converged	p80_p20_1.2950_gt_1.1500;confirm_disabled;p80_p20_1.2950_gt_1.1500
neqoperf	download	iouring	loopback	publication	1	cc=cubic|sans_io=neqo-transport|cpp_networkhub=on|runtime=none|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	1	baseline_1c1s+selected_saturation	converged	converged	converged	20	4.192605	4.173158	4.196862	0.005654	1.042837	converged	outliers_2;confirm_disabled;outliers_2
neqoperf	download	iouring	loopback	publication	1	cc=cubic|sans_io=neqo-transport|cpp_networkhub=on|runtime=none|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	plateau_sentinel+post_selected	converged	converged	converged	20	3.653182	3.636668	3.675637	0.010667	1.046769	converged	confirm_disabled
neqoperf	download	syscall	loopback	publication	1	cc=cubic|sans_io=neqo-transport|cpp_networkhub=on|runtime=none|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	1	baseline_1c1s+selected_saturation	converged	converged	converged	20	4.111754	4.111754	4.125816	0.003420	1.028966	converged	outliers_3;confirm_disabled;outliers_3
neqoperf	download	syscall	loopback	publication	1	cc=cubic|sans_io=neqo-transport|cpp_networkhub=on|runtime=none|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	plateau_sentinel+post_selected	converged	converged	converged	20	3.707444	3.664030	4.230556	0.152808	1.185598	converged	p50_ci_width_0.1528_gt_0.0300;p80_p20_1.1856_gt_1.1500;block_median_ratio_1.1546_gt_1.1000;confirm_disabled;p50_ci_width_0.1528_gt_0.0300;p80_p20_1.1856_gt_1.1500;block_median_ratio_1.1546_gt_1.1000
neqoperf	upload	iouring	loopback	publication	1	cc=cubic|sans_io=neqo-transport|cpp_networkhub=on|runtime=none|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	1	baseline_1c1s+selected_saturation	converged	converged	converged	20	4.050526	3.975053	4.230031	0.062949	1.170055	converged	p50_ci_width_0.0629_gt_0.0300;p80_p20_1.1701_gt_1.1500;confirm_disabled;p50_ci_width_0.0629_gt_0.0300;p80_p20_1.1701_gt_1.1500
neqoperf	upload	iouring	loopback	publication	1	cc=cubic|sans_io=neqo-transport|cpp_networkhub=on|runtime=none|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	plateau_sentinel+post_selected	converged	converged	converged	20	2.543821	2.416351	2.742434	0.128186	1.331381	converged	p50_ci_width_0.1282_gt_0.0300;p80_p20_1.3314_gt_1.1500;block_median_ratio_1.1349_gt_1.1000;confirm_disabled;p50_ci_width_0.1282_gt_0.0300;p80_p20_1.3314_gt_1.1500;block_median_ratio_1.1349_gt_1.1000
neqoperf	upload	syscall	loopback	publication	1	cc=cubic|sans_io=neqo-transport|cpp_networkhub=on|runtime=none|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	1	baseline_1c1s+selected_saturation	converged	converged	converged	20	4.143752	4.090013	4.191155	0.024408	1.050030	converged	confirm_disabled
neqoperf	upload	syscall	loopback	publication	1	cc=cubic|sans_io=neqo-transport|cpp_networkhub=on|runtime=none|tls_verify=config_chain_preflight|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	plateau_sentinel+post_selected	converged	converged	converged	20	2.484551	2.329643	2.769534	0.177051	1.284671	converged	p50_ci_width_0.1771_gt_0.0300;p80_p20_1.2847_gt_1.1500;block_median_ratio_1.1888_gt_1.1000;confirm_disabled;p50_ci_width_0.1771_gt_0.0300;p80_p20_1.2847_gt_1.1500;block_median_ratio_1.1888_gt_1.1000
ngtcp2perf	connect	iouring	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	15	selected_saturation+plateau_sentinel	converged	converged	converged	20	9479.765286	9289.454626	9536.164725	0.026025	1.101496	converged	confirm_disabled
ngtcp2perf	connect	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	7	selected_saturation	converged	converged	converged	20	3000.001180	2984.756228	3001.857418	0.005700	1.074116	converged	confirm_disabled
ngtcp2perf	connect	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	connections_per_second	8	plateau_sentinel+post_selected	converged	converged	converged	20	2980.224402	2971.796898	3010.911275	0.013125	1.137369	converged	confirm_disabled
ngtcp2perf	download	iouring	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	selected_saturation	converged	converged	converged	20	16.412685	16.345206	16.412685	0.004111	1.120002	converged	confirm_disabled
ngtcp2perf	download	iouring	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	3	plateau_sentinel+post_selected	converged	converged	converged	20	15.908606	15.649534	16.245912	0.037488	1.089205	converged	p50_ci_width_0.0375_gt_0.0300;confirm_disabled;p50_ci_width_0.0375_gt_0.0300
ngtcp2perf	download	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	selected_saturation	converged	converged	converged	20	16.203816	15.824459	16.323584	0.030803	1.128667	converged	p50_ci_width_0.0308_gt_0.0300;confirm_disabled;p50_ci_width_0.0308_gt_0.0300
ngtcp2perf	download	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	3	plateau_sentinel+post_selected	converged	converged	converged	20	15.604166	15.597328	15.842838	0.015734	1.075794	converged	confirm_disabled
ngtcp2perf	upload	iouring	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	4	selected_saturation	converged	converged	converged	20	25.211460	24.236582	27.057035	0.111872	1.118116	converged	p50_ci_width_0.1119_gt_0.0300;block_median_ratio_1.1164_gt_1.1000;confirm_disabled;p50_ci_width_0.1119_gt_0.0300;block_median_ratio_1.1164_gt_1.1000
ngtcp2perf	upload	iouring	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	5	plateau_sentinel+post_selected	converged	converged	converged	20	24.435202	24.383227	24.459594	0.003125	1.032314	converged	confirm_disabled
ngtcp2perf	upload	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	2	selected_saturation	converged	converged	converged	20	27.615327	25.656084	28.541671	0.104492	1.133863	converged	p50_ci_width_0.1045_gt_0.0300;block_median_ratio_1.1125_gt_1.1000;confirm_disabled;p50_ci_width_0.1045_gt_0.0300;block_median_ratio_1.1125_gt_1.1000
ngtcp2perf	upload	syscall	loopback	publication	1	cc=cubic|udp_payload_shaping=off|pmtud=off|max_tx_payload=1452|udp_gso=common_cpp|udp_gro=on	cubic	throughput_gbps	3	plateau_sentinel+post_selected	converged	converged	converged	20	27.285928	27.161338	27.404837	0.008924	1.035945	converged	confirm_disabled
noqperf	connect	iouring	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	connections_per_second	14	selected_saturation	converged	converged	converged	20	6586.856038	6551.299198	6605.692789	0.008258	1.028131	converged	confirm_disabled
noqperf	connect	iouring	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	connections_per_second	15	plateau_sentinel+post_selected	converged	converged	converged	20	6499.970672	6489.384641	6563.070668	0.011336	1.059235	converged	confirm_disabled
noqperf	connect	syscall	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	connections_per_second	6	selected_saturation	converged	converged	converged	20	3073.349770	3054.413549	3091.614457	0.012104	1.094368	converged	confirm_disabled
noqperf	connect	syscall	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	connections_per_second	7	plateau_sentinel+post_selected	converged	converged	converged	20	3043.437414	3018.678812	3056.437482	0.012407	1.040062	converged	confirm_disabled
noqperf	download	iouring	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	2	selected_saturation	converged	converged	converged	20	5.169284	4.762139	5.214581	0.087525	1.108872	converged	p50_ci_width_0.0875_gt_0.0300;confirm_disabled;p50_ci_width_0.0875_gt_0.0300
noqperf	download	iouring	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	3	plateau_sentinel+post_selected	converged	converged	converged	20	4.591774	4.575199	4.613771	0.008400	1.046232	converged	confirm_disabled
noqperf	download	syscall	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	2	selected_saturation	converged	converged	converged	20	4.734730	4.720790	4.740537	0.004171	1.112907	converged	confirm_disabled
noqperf	download	syscall	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	3	plateau_sentinel+post_selected	converged	converged	converged	20	4.690847	4.565226	4.889228	0.069071	1.081800	converged	p50_ci_width_0.0691_gt_0.0300;confirm_disabled;p50_ci_width_0.0691_gt_0.0300
noqperf	upload	iouring	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	1	baseline_1c1s+selected_saturation	converged	converged	converged	20	3.484300	3.458774	3.517324	0.016804	1.026765	converged	confirm_disabled
noqperf	upload	iouring	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	2	plateau_sentinel+post_selected	converged	converged	converged	20	3.005419	2.998282	3.014243	0.005311	1.015564	converged	confirm_disabled
noqperf	upload	syscall	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	1	baseline_1c1s+selected_saturation	converged	converged	converged	20	2.992685	2.987998	3.001648	0.004561	1.024644	converged	confirm_disabled
noqperf	upload	syscall	loopback	publication	1	cc=cubic|sans_io=noq-proto|cpp_networkhub=on|udp_gso=common_cpp|udp_gro=on|runtime=none	cubic	throughput_gbps	2	plateau_sentinel+post_selected	converged	converged	converged	20	2.634893	2.634495	2.634893	0.000151	1.018612	converged	confirm_disabled
picoperf	connect	iouring	loopback	publication	1	cc=cubic|pmtud=off|packet_train=off|bdp_frame=on|bdp_seed=off|seed_now=off|udp_gso=common_cpp_after_impairment|udp_gro=on|mtu=1452|null_verifier=ed25519_sigalgs	cubic	connections_per_second	15	selected_saturation	converged	converged	converged	20	4956.814811	4814.784565	5071.408569	0.051772	1.156323	converged	p50_ci_width_0.0518_gt_0.0500;p80_p20_1.1563_gt_1.1500;confirm_disabled;p50_ci_width_0.0518_gt_0.0500;p80_p20_1.1563_gt_1.1500
picoperf	connect	iouring	loopback	publication	1	cc=cubic|pmtud=off|packet_train=off|bdp_frame=on|bdp_seed=off|seed_now=off|udp_gso=common_cpp_after_impairment|udp_gro=on|mtu=1452|null_verifier=ed25519_sigalgs	cubic	connections_per_second	16	plateau_sentinel+post_selected	converged	converged	converged	20	4808.827381	4803.257360	4845.739566	0.008834	1.097501	converged	confirm_disabled
picoperf	connect	syscall	loopback	publication	1	cc=cubic|pmtud=off|packet_train=off|bdp_frame=on|bdp_seed=off|seed_now=off|udp_gso=common_cpp_after_impairment|udp_gro=on|mtu=1452|null_verifier=ed25519_sigalgs	cubic	connections_per_second	7	selected_saturation	converged	converged	converged	20	2186.029936	2177.969503	2196.428205	0.008444	1.039461	converged	confirm_disabled
picoperf	connect	syscall	loopback	publication	1	cc=cubic|pmtud=off|packet_train=off|bdp_frame=on|bdp_seed=off|seed_now=off|udp_gso=common_cpp_after_impairment|udp_gro=on|mtu=1452|null_verifier=ed25519_sigalgs	cubic	connections_per_second	8	plateau_sentinel+post_selected	converged	converged	converged	20	2148.704661	2141.506642	2169.815091	0.013175	1.123689	converged	confirm_disabled
picoperf	download	iouring	loopback	publication	1	cc=cubic|pmtud=off|packet_train=off|bdp_frame=on|bdp_seed=off|seed_now=off|udp_gso=common_cpp_after_impairment|udp_gro=on|mtu=1452|null_verifier=ed25519_sigalgs	cubic	throughput_gbps	1	baseline_1c1s+selected_saturation	converged	converged	converged	20	5.260865	5.199374	5.426458	0.043165	1.173107	converged	p50_ci_width_0.0432_gt_0.0300;p80_p20_1.1731_gt_1.1500;confirm_disabled;p50_ci_width_0.0432_gt_0.0300;p80_p20_1.1731_gt_1.1500
picoperf	download	iouring	loopback	publication	1	cc=cubic|pmtud=off|packet_train=off|bdp_frame=on|bdp_seed=off|seed_now=off|udp_gso=common_cpp_after_impairment|udp_gro=on|mtu=1452|null_verifier=ed25519_sigalgs	cubic	throughput_gbps	2	plateau_sentinel+post_selected	converged	converged	converged	20	3.431252	3.270015	3.464414	0.056655	1.144487	converged	p50_ci_width_0.0567_gt_0.0300;confirm_disabled;p50_ci_width_0.0567_gt_0.0300
picoperf	download	syscall	loopback	publication	1	cc=cubic|pmtud=off|packet_train=off|bdp_frame=on|bdp_seed=off|seed_now=off|udp_gso=common_cpp_after_impairment|udp_gro=on|mtu=1452|null_verifier=ed25519_sigalgs	cubic	throughput_gbps	1	baseline_1c1s+selected_saturation	converged	converged	converged	20	8.238318	8.109997	8.888910	0.094547	1.139237	converged	p50_ci_width_0.0945_gt_0.0300;confirm_disabled;p50_ci_width_0.0945_gt_0.0300
